reference,verse_text,word,strong,morphology,step_gloss,status,confidence,reviewer,decision,corrected_strong,notes
GEN 47:20,"Entonces compró José toda la tierra de Egipto para Faraón; pues los Egipcios vendieron cada uno sus tierras, porque se agravó el hambre sobre ellos: y la tierra vino a ser de Faraón.",compró,H7069,Hc/Vqw3ms,and/ he bought,provisional-reference,0.85,,,,
GEN 47:20,"Entonces compró José toda la tierra de Egipto para Faraón; pues los Egipcios vendieron cada uno sus tierras, porque se agravó el hambre sobre ellos: y la tierra vino a ser de Faraón.",José,H3130,HNpm,Joseph,verified-open,1.0,,,,
GEN 47:20,"Entonces compró José toda la tierra de Egipto para Faraón; pues los Egipcios vendieron cada uno sus tierras, porque se agravó el hambre sobre ellos: y la tierra vino a ser de Faraón.",toda,H3605,HNcmsc,all,provisional-reference,0.85,,,,
GEN 47:20,"Entonces compró José toda la tierra de Egipto para Faraón; pues los Egipcios vendieron cada uno sus tierras, porque se agravó el hambre sobre ellos: y la tierra vino a ser de Faraón.",tierra,H127,HNcfsc,[the] land of,provisional-reference,0.85,,,,
GEN 47:20,"Entonces compró José toda la tierra de Egipto para Faraón; pues los Egipcios vendieron cada uno sus tierras, porque se agravó el hambre sobre ellos: y la tierra vino a ser de Faraón.",Egipto,H4714,HNpl,Egypt,verified-open,1.0,,,,
GEN 47:20,"Entonces compró José toda la tierra de Egipto para Faraón; pues los Egipcios vendieron cada uno sus tierras, porque se agravó el hambre sobre ellos: y la tierra vino a ser de Faraón.",Faraón;,H6547,HR/Ntmsa,to/ Pharaoh,provisional-reference,0.85,,,,
GEN 47:20,"Entonces compró José toda la tierra de Egipto para Faraón; pues los Egipcios vendieron cada uno sus tierras, porque se agravó el hambre sobre ellos: y la tierra vino a ser de Faraón.",pues,H3588,HTc,for,provisional-reference,0.85,,,,
GEN 47:20,"Entonces compró José toda la tierra de Egipto para Faraón; pues los Egipcios vendieron cada uno sus tierras, porque se agravó el hambre sobre ellos: y la tierra vino a ser de Faraón.",vendieron,H4376,HVqp3cp,they sold,provisional-reference,0.85,,,,
GEN 47:20,"Entonces compró José toda la tierra de Egipto para Faraón; pues los Egipcios vendieron cada uno sus tierras, porque se agravó el hambre sobre ellos: y la tierra vino a ser de Faraón.",uno,H376,HNcmsa,everyone,provisional-reference,0.85,,,,
GEN 47:20,"Entonces compró José toda la tierra de Egipto para Faraón; pues los Egipcios vendieron cada uno sus tierras, porque se agravó el hambre sobre ellos: y la tierra vino a ser de Faraón.","tierras,",H7704,HNcmsc/Sp3ms,field/ his,provisional-reference,0.85,,,,
GEN 47:20,"Entonces compró José toda la tierra de Egipto para Faraón; pues los Egipcios vendieron cada uno sus tierras, porque se agravó el hambre sobre ellos: y la tierra vino a ser de Faraón.",porque,H3588,HTc,for,provisional-reference,0.85,,,,
GEN 47:20,"Entonces compró José toda la tierra de Egipto para Faraón; pues los Egipcios vendieron cada uno sus tierras, porque se agravó el hambre sobre ellos: y la tierra vino a ser de Faraón.",agravó,H2388,HVqp3ms,it was severe,provisional-reference,0.85,,,,
GEN 47:20,"Entonces compró José toda la tierra de Egipto para Faraón; pues los Egipcios vendieron cada uno sus tierras, porque se agravó el hambre sobre ellos: y la tierra vino a ser de Faraón.",hambre,H7458,HTd/Ncmsa,the/ famine,verified-open,1.0,,,,
GEN 47:20,"Entonces compró José toda la tierra de Egipto para Faraón; pues los Egipcios vendieron cada uno sus tierras, porque se agravó el hambre sobre ellos: y la tierra vino a ser de Faraón.",sobre,H5921,HR/Sp3mp,on/ them,provisional-reference,0.85,,,,
GEN 47:20,"Entonces compró José toda la tierra de Egipto para Faraón; pues los Egipcios vendieron cada uno sus tierras, porque se agravó el hambre sobre ellos: y la tierra vino a ser de Faraón.",tierra,H776,HTd/Ncfsa,the/ land,provisional-reference,0.85,,,,
GEN 47:20,"Entonces compró José toda la tierra de Egipto para Faraón; pues los Egipcios vendieron cada uno sus tierras, porque se agravó el hambre sobre ellos: y la tierra vino a ser de Faraón.",ser,H1961,Hc/Vqw3fs,and/ it be[longed],provisional-reference,0.85,,,,
GEN 47:20,"Entonces compró José toda la tierra de Egipto para Faraón; pues los Egipcios vendieron cada uno sus tierras, porque se agravó el hambre sobre ellos: y la tierra vino a ser de Faraón.",Faraón.,H6547,HR/Ntmsa,to/ Pharaoh,provisional-reference,0.85,,,,
GEN 47:21,Y al pueblo hízolo pasar a las ciudades desde el un cabo del término de Egipto hasta el otro cabo.,pueblo,H5971,HTd/Ncmsa,the/ people,provisional-reference,0.85,,,,
GEN 47:21,Y al pueblo hízolo pasar a las ciudades desde el un cabo del término de Egipto hasta el otro cabo.,pasar,H5674,HVhp3ms,he brought in,provisional-reference,0.85,,,,
GEN 47:21,Y al pueblo hízolo pasar a las ciudades desde el un cabo del término de Egipto hasta el otro cabo.,ciudades,H5892,HRd/Ncmpa,to the/ cities,provisional-reference,0.85,,,,
GEN 47:21,Y al pueblo hízolo pasar a las ciudades desde el un cabo del término de Egipto hasta el otro cabo.,cabo,H7097,HR/Ncmsc,from/ [the] end of,provisional-reference,0.85,,,,
GEN 47:21,Y al pueblo hízolo pasar a las ciudades desde el un cabo del término de Egipto hasta el otro cabo.,término,H1366,HNcmsc,[the] territory of,provisional-reference,0.85,,,,
GEN 47:21,Y al pueblo hízolo pasar a las ciudades desde el un cabo del término de Egipto hasta el otro cabo.,Egipto,H4714,HNpl,Egypt,verified-open,1.0,,,,
GEN 47:21,Y al pueblo hízolo pasar a las ciudades desde el un cabo del término de Egipto hasta el otro cabo.,otro,H7097,HNcmsc/Sp3ms,end/ its,provisional-reference,0.85,,,,
GEN 47:22,"Solamente la tierra de los sacerdotes no compró, por cuanto los sacerdotes tenían ración de Faraón, y ellos comían su ración que Faraón les daba: por eso no vendieron su tierra.",Solamente,H7535,HD,only,provisional-reference,0.85,,,,
GEN 47:22,"Solamente la tierra de los sacerdotes no compró, por cuanto los sacerdotes tenían ración de Faraón, y ellos comían su ración que Faraón les daba: por eso no vendieron su tierra.",tierra,H127,HNcfsc,[the] land of,provisional-reference,0.85,,,,
GEN 47:22,"Solamente la tierra de los sacerdotes no compró, por cuanto los sacerdotes tenían ración de Faraón, y ellos comían su ración que Faraón les daba: por eso no vendieron su tierra.",sacerdotes,H3548,HTd/Ncmpa,the/ priests,provisional-reference,0.85,,,,
GEN 47:22,"Solamente la tierra de los sacerdotes no compró, por cuanto los sacerdotes tenían ración de Faraón, y ellos comían su ración que Faraón les daba: por eso no vendieron su tierra.",no,H3808,HTn,not,provisional-reference,0.85,,,,
GEN 47:22,"Solamente la tierra de los sacerdotes no compró, por cuanto los sacerdotes tenían ración de Faraón, y ellos comían su ración que Faraón les daba: por eso no vendieron su tierra.","compró,",H7069,HVqp3ms,he bought,provisional-reference,0.85,,,,
GEN 47:22,"Solamente la tierra de los sacerdotes no compró, por cuanto los sacerdotes tenían ración de Faraón, y ellos comían su ración que Faraón les daba: por eso no vendieron su tierra.",cuanto,H3588,HTc,for,provisional-reference,0.85,,,,
GEN 47:22,"Solamente la tierra de los sacerdotes no compró, por cuanto los sacerdotes tenían ración de Faraón, y ellos comían su ración que Faraón les daba: por eso no vendieron su tierra.",sacerdotes,H3548,HRd/Ncmpa,[belonged] to the/ priests,provisional-reference,0.85,,,,
GEN 47:22,"Solamente la tierra de los sacerdotes no compró, por cuanto los sacerdotes tenían ración de Faraón, y ellos comían su ración que Faraón les daba: por eso no vendieron su tierra.",ración,H2706,HNcmsa,an allowance,provisional-reference,0.85,,,,
GEN 47:22,"Solamente la tierra de los sacerdotes no compró, por cuanto los sacerdotes tenían ración de Faraón, y ellos comían su ración que Faraón les daba: por eso no vendieron su tierra.",de,H853,HTo,<obj.>,provisional-reference,0.85,,,,
GEN 47:22,"Solamente la tierra de los sacerdotes no compró, por cuanto los sacerdotes tenían ración de Faraón, y ellos comían su ración que Faraón les daba: por eso no vendieron su tierra.","Faraón,",H6547,HNtmsa,Pharaoh,provisional-reference,0.85,,,,
GEN 47:22,"Solamente la tierra de los sacerdotes no compró, por cuanto los sacerdotes tenían ración de Faraón, y ellos comían su ración que Faraón les daba: por eso no vendieron su tierra.",comían,H398,Hc/Vqq3cp,and/ they eat,provisional-reference,0.85,,,,
GEN 47:22,"Solamente la tierra de los sacerdotes no compró, por cuanto los sacerdotes tenían ración de Faraón, y ellos comían su ración que Faraón les daba: por eso no vendieron su tierra.",ración,H2706,HNcmsc/Sp3mp,allowance/ their,provisional-reference,0.85,,,,
GEN 47:22,"Solamente la tierra de los sacerdotes no compró, por cuanto los sacerdotes tenían ración de Faraón, y ellos comían su ración que Faraón les daba: por eso no vendieron su tierra.",que,H834,HTr,which,provisional-reference,0.85,,,,
GEN 47:22,"Solamente la tierra de los sacerdotes no compró, por cuanto los sacerdotes tenían ración de Faraón, y ellos comían su ración que Faraón les daba: por eso no vendieron su tierra.",Faraón,H6547,HNtmsa,Pharaoh,provisional-reference,0.85,,,,
GEN 47:22,"Solamente la tierra de los sacerdotes no compró, por cuanto los sacerdotes tenían ración de Faraón, y ellos comían su ración que Faraón les daba: por eso no vendieron su tierra.",daba:,H5414,HVqp3ms,he gave,provisional-reference,0.85,,,,
GEN 47:22,"Solamente la tierra de los sacerdotes no compró, por cuanto los sacerdotes tenían ración de Faraón, y ellos comían su ración que Faraón les daba: por eso no vendieron su tierra.",por,H5921,HR,there-,provisional-reference,0.85,,,,
GEN 47:22,"Solamente la tierra de los sacerdotes no compró, por cuanto los sacerdotes tenían ración de Faraón, y ellos comían su ración que Faraón les daba: por eso no vendieron su tierra.",eso,H3651,HD,-fore,provisional-reference,0.85,,,,
GEN 47:22,"Solamente la tierra de los sacerdotes no compró, por cuanto los sacerdotes tenían ración de Faraón, y ellos comían su ración que Faraón les daba: por eso no vendieron su tierra.",no,H3808,HTn,not,provisional-reference,0.85,,,,
GEN 47:22,"Solamente la tierra de los sacerdotes no compró, por cuanto los sacerdotes tenían ración de Faraón, y ellos comían su ración que Faraón les daba: por eso no vendieron su tierra.",vendieron,H4376,HVqp3cp,they sold,provisional-reference,0.85,,,,
GEN 47:22,"Solamente la tierra de los sacerdotes no compró, por cuanto los sacerdotes tenían ración de Faraón, y ellos comían su ración que Faraón les daba: por eso no vendieron su tierra.",tierra.,H127,HNcfsc/Sp3mp,land/ their,provisional-reference,0.85,,,,
GEN 47:23,"Y José dijo al pueblo: He aquí les he hoy comprado y a su tierra para Faraón: vean aquí simiente, y sembrarán la tierra.",José,H3130,HNpm,Joseph,verified-open,1.0,,,,
GEN 47:23,"Y José dijo al pueblo: He aquí les he hoy comprado y a su tierra para Faraón: vean aquí simiente, y sembrarán la tierra.",dijo,H559,Hc/Vqw3ms,and/ he said,provisional-reference,0.85,,,,
GEN 47:23,"Y José dijo al pueblo: He aquí les he hoy comprado y a su tierra para Faraón: vean aquí simiente, y sembrarán la tierra.",al,H413,HR,to,provisional-reference,0.85,,,,
GEN 47:23,"Y José dijo al pueblo: He aquí les he hoy comprado y a su tierra para Faraón: vean aquí simiente, y sembrarán la tierra.",pueblo:,H5971,HTd/Ncmsa,the/ people,provisional-reference,0.85,,,,
GEN 47:23,"Y José dijo al pueblo: He aquí les he hoy comprado y a su tierra para Faraón: vean aquí simiente, y sembrarán la tierra.",hoy,H3117,HTd/Ncmsa,this/ day,provisional-reference,0.85,,,,
GEN 47:23,"Y José dijo al pueblo: He aquí les he hoy comprado y a su tierra para Faraón: vean aquí simiente, y sembrarán la tierra.",comprado,H7069,HVqp1cs,I have bought,provisional-reference,0.85,,,,
GEN 47:23,"Y José dijo al pueblo: He aquí les he hoy comprado y a su tierra para Faraón: vean aquí simiente, y sembrarán la tierra.",tierra,H127,HNcfsc/Sp2mp,land/ your,provisional-reference,0.85,,,,
GEN 47:23,"Y José dijo al pueblo: He aquí les he hoy comprado y a su tierra para Faraón: vean aquí simiente, y sembrarán la tierra.",Faraón:,H6547,HR/Ntmsa,for/ Pharaoh,verified-open,1.0,,,,
GEN 47:23,"Y José dijo al pueblo: He aquí les he hoy comprado y a su tierra para Faraón: vean aquí simiente, y sembrarán la tierra.",aquí,H1887,HTj,here!,provisional-reference,0.85,,,,
GEN 47:23,"Y José dijo al pueblo: He aquí les he hoy comprado y a su tierra para Faraón: vean aquí simiente, y sembrarán la tierra.","simiente,",H2233,HNcmsa,[is] seed,provisional-reference,0.85,,,,
GEN 47:23,"Y José dijo al pueblo: He aquí les he hoy comprado y a su tierra para Faraón: vean aquí simiente, y sembrarán la tierra.",tierra.,H127,HTd/Ncfsa,the/ land,provisional-reference,0.85,,,,
GEN 47:24,"Y será que de los frutos darán el quinto a Faraón, y las cuatro partes serán sus para sembrar las tierras, y para su mantenimiento, y de los que están en sus casas, y para que coman sus niños.",frutos,H8393,HRd/Ncfpa,at the/ harvest<s>,provisional-reference,0.85,,,,
GEN 47:24,"Y será que de los frutos darán el quinto a Faraón, y las cuatro partes serán sus para sembrar las tierras, y para su mantenimiento, y de los que están en sus casas, y para que coman sus niños.",quinto,H2549,HAofsa,a fifth,provisional-reference,0.85,,,,
GEN 47:24,"Y será que de los frutos darán el quinto a Faraón, y las cuatro partes serán sus para sembrar las tierras, y para su mantenimiento, y de los que están en sus casas, y para que coman sus niños.","Faraón,",H6547,HR/Ntmsa,to/ Pharaoh,verified-open,1.0,,,,
GEN 47:24,"Y será que de los frutos darán el quinto a Faraón, y las cuatro partes serán sus para sembrar las tierras, y para su mantenimiento, y de los que están en sus casas, y para que coman sus niños.",cuatro,H702,HC/Acbsc,and/ [the] four,provisional-reference,0.85,,,,
GEN 47:24,"Y será que de los frutos darán el quinto a Faraón, y las cuatro partes serán sus para sembrar las tierras, y para su mantenimiento, y de los que están en sus casas, y para que coman sus niños.",partes,H3027,HTd/Ncbpa,the/ hands,provisional-reference,0.85,,,,
GEN 47:24,"Y será que de los frutos darán el quinto a Faraón, y las cuatro partes serán sus para sembrar las tierras, y para su mantenimiento, y de los que están en sus casas, y para que coman sus niños.",serán,H1961,Hc/Vqq3ms,and/ it will be,provisional-reference,0.85,,,,
GEN 47:24,"Y será que de los frutos darán el quinto a Faraón, y las cuatro partes serán sus para sembrar las tierras, y para su mantenimiento, y de los que están en sus casas, y para que coman sus niños.",sembrar,H2233,HR/Ncmsc,to/ [the] seed of,provisional-reference,0.85,,,,
GEN 47:24,"Y será que de los frutos darán el quinto a Faraón, y las cuatro partes serán sus para sembrar las tierras, y para su mantenimiento, y de los que están en sus casas, y para que coman sus niños.","tierras,",H7704,HTd/Ncmsa,the/ field,provisional-reference,0.85,,,,
GEN 47:24,"Y será que de los frutos darán el quinto a Faraón, y las cuatro partes serán sus para sembrar las tierras, y para su mantenimiento, y de los que están en sus casas, y para que coman sus niños.","mantenimiento,",H400,HC/R/Ncmsc/Sp2mp,and/ to/ food/ your,provisional-reference,0.85,,,,
GEN 47:24,"Y será que de los frutos darán el quinto a Faraón, y las cuatro partes serán sus para sembrar las tierras, y para su mantenimiento, y de los que están en sus casas, y para que coman sus niños.",que,H834,HC/R/Tr,and/ for/ [those] who,provisional-reference,0.85,,,,
GEN 47:24,"Y será que de los frutos darán el quinto a Faraón, y las cuatro partes serán sus para sembrar las tierras, y para su mantenimiento, y de los que están en sus casas, y para que coman sus niños.","casas,",H1004,HR/Ncmpc/Sp2mp,[are] in/ households/ your,provisional-reference,0.85,,,,
GEN 47:24,"Y será que de los frutos darán el quinto a Faraón, y las cuatro partes serán sus para sembrar las tierras, y para su mantenimiento, y de los que están en sus casas, y para que coman sus niños.",coman,H398,HC/R/Vqcc,and/ to/ eat,provisional-reference,0.85,,,,
GEN 47:24,"Y será que de los frutos darán el quinto a Faraón, y las cuatro partes serán sus para sembrar las tierras, y para su mantenimiento, y de los que están en sus casas, y para que coman sus niños.",niños.,H2945,HR/Ncmsc/Sp2mp,for/ little one[s]/ your,provisional-reference,0.85,,,,
GEN 47:25,"Y ellos respondieron: La vida nos has dado: hallemos gracia en ojos de mi señor, y seamos siervos de Faraón.",respondieron:,H559,Hc/Vqw3mp,and/ they said,provisional-reference,0.85,,,,
GEN 47:25,"Y ellos respondieron: La vida nos has dado: hallemos gracia en ojos de mi señor, y seamos siervos de Faraón.",dado:,H2421,HVhp2ms/Sp1bp,you have preserved alive/ us,provisional-reference,0.85,,,,
GEN 47:25,"Y ellos respondieron: La vida nos has dado: hallemos gracia en ojos de mi señor, y seamos siervos de Faraón.",hallemos,H4672,HVqi1cp,may we find,provisional-reference,0.85,,,,
GEN 47:25,"Y ellos respondieron: La vida nos has dado: hallemos gracia en ojos de mi señor, y seamos siervos de Faraón.",gracia,H2580,HNcmsa,favor,verified-open,1.0,,,,
GEN 47:25,"Y ellos respondieron: La vida nos has dado: hallemos gracia en ojos de mi señor, y seamos siervos de Faraón.",ojos,H5869,HR/Ncfdc,in/ [the] eyes of,provisional-reference,0.85,,,,
GEN 47:25,"Y ellos respondieron: La vida nos has dado: hallemos gracia en ojos de mi señor, y seamos siervos de Faraón.","señor,",H113,HNcmsc/Sp1bs,lord/ my,provisional-reference,0.85,,,,
GEN 47:25,"Y ellos respondieron: La vida nos has dado: hallemos gracia en ojos de mi señor, y seamos siervos de Faraón.",seamos,H1961,Hc/Vqq1cp,and/ we will be,provisional-reference,0.85,,,,
GEN 47:25,"Y ellos respondieron: La vida nos has dado: hallemos gracia en ojos de mi señor, y seamos siervos de Faraón.",siervos,H5650,HNcmpa,slaves,provisional-reference,0.85,,,,
GEN 47:25,"Y ellos respondieron: La vida nos has dado: hallemos gracia en ojos de mi señor, y seamos siervos de Faraón.",Faraón.,H6547,HR/Ntmsa,of/ Pharaoh,verified-open,1.0,,,,
GEN 47:26,"Entonces José lo puso por fuero hasta hoy sobre la tierra de Egipto, señalando para Faraón el quinto; excepto solo la tierra de los sacerdotes, que no fue de Faraón.",José,H3130,HNpm,Joseph,verified-open,1.0,,,,
GEN 47:26,"Entonces José lo puso por fuero hasta hoy sobre la tierra de Egipto, señalando para Faraón el quinto; excepto solo la tierra de los sacerdotes, que no fue de Faraón.",puso,H7760,Hc/Vqw3ms,and/ he established,provisional-reference,0.85,,,,
GEN 47:26,"Entonces José lo puso por fuero hasta hoy sobre la tierra de Egipto, señalando para Faraón el quinto; excepto solo la tierra de los sacerdotes, que no fue de Faraón.",hasta,H5704,HR,until,provisional-reference,0.85,,,,
GEN 47:26,"Entonces José lo puso por fuero hasta hoy sobre la tierra de Egipto, señalando para Faraón el quinto; excepto solo la tierra de los sacerdotes, que no fue de Faraón.",hoy,H3117,HTd/Ncmsa,the/ day,provisional-reference,0.85,,,,
GEN 47:26,"Entonces José lo puso por fuero hasta hoy sobre la tierra de Egipto, señalando para Faraón el quinto; excepto solo la tierra de los sacerdotes, que no fue de Faraón.",sobre,H5921,HR,on,provisional-reference,0.85,,,,
GEN 47:26,"Entonces José lo puso por fuero hasta hoy sobre la tierra de Egipto, señalando para Faraón el quinto; excepto solo la tierra de los sacerdotes, que no fue de Faraón.",tierra,H127,HNcfsc,[the] land of,provisional-reference,0.85,,,,
GEN 47:26,"Entonces José lo puso por fuero hasta hoy sobre la tierra de Egipto, señalando para Faraón el quinto; excepto solo la tierra de los sacerdotes, que no fue de Faraón.","Egipto,",H4714,HNpl,Egypt,verified-open,1.0,,,,
GEN 47:26,"Entonces José lo puso por fuero hasta hoy sobre la tierra de Egipto, señalando para Faraón el quinto; excepto solo la tierra de los sacerdotes, que no fue de Faraón.",Faraón,H6547,HR/Ntmsa,[belongs] to/ Pharaoh,provisional-reference,0.85,,,,
GEN 47:26,"Entonces José lo puso por fuero hasta hoy sobre la tierra de Egipto, señalando para Faraón el quinto; excepto solo la tierra de los sacerdotes, que no fue de Faraón.",quinto;,H2569,HRd/Ncmsa,to the/ fifth part,provisional-reference,0.85,,,,
GEN 47:26,"Entonces José lo puso por fuero hasta hoy sobre la tierra de Egipto, señalando para Faraón el quinto; excepto solo la tierra de los sacerdotes, que no fue de Faraón.",solo,H7535,HD,only,provisional-reference,0.85,,,,
GEN 47:26,"Entonces José lo puso por fuero hasta hoy sobre la tierra de Egipto, señalando para Faraón el quinto; excepto solo la tierra de los sacerdotes, que no fue de Faraón.",tierra,H127,HNcfsc,[the] land of,provisional-reference,0.85,,,,
GEN 47:26,"Entonces José lo puso por fuero hasta hoy sobre la tierra de Egipto, señalando para Faraón el quinto; excepto solo la tierra de los sacerdotes, que no fue de Faraón.","sacerdotes,",H3548,HTd/Ncmpa,the/ priests,provisional-reference,0.85,,,,
GEN 47:26,"Entonces José lo puso por fuero hasta hoy sobre la tierra de Egipto, señalando para Faraón el quinto; excepto solo la tierra de los sacerdotes, que no fue de Faraón.",no,H3808,HTn,not,provisional-reference,0.85,,,,
GEN 47:26,"Entonces José lo puso por fuero hasta hoy sobre la tierra de Egipto, señalando para Faraón el quinto; excepto solo la tierra de los sacerdotes, que no fue de Faraón.",fue,H1961,HVqp3fs,it belonged,provisional-reference,0.85,,,,
GEN 47:26,"Entonces José lo puso por fuero hasta hoy sobre la tierra de Egipto, señalando para Faraón el quinto; excepto solo la tierra de los sacerdotes, que no fue de Faraón.",Faraón.,H6547,HR/Ntmsa,to/ Pharaoh,provisional-reference,0.85,,,,
GEN 47:27,"Así habitó Israel en la tierra de Egipto, en la tierra de Gosén; y aposesionáronse en ella, y se aumentaron, y multiplicaron en gran manera.",habitó,H3427,Hc/Vqw3ms,and/ he dwelt,provisional-reference,0.85,,,,
GEN 47:27,"Así habitó Israel en la tierra de Egipto, en la tierra de Gosén; y aposesionáronse en ella, y se aumentaron, y multiplicaron en gran manera.",Israel,H3478,HNpm,Israel,verified-open,1.0,,,,
GEN 47:27,"Así habitó Israel en la tierra de Egipto, en la tierra de Gosén; y aposesionáronse en ella, y se aumentaron, y multiplicaron en gran manera.",tierra,H776,HR/Ncfsc,in/ [the] land of,provisional-reference,0.85,,,,
GEN 47:27,"Así habitó Israel en la tierra de Egipto, en la tierra de Gosén; y aposesionáronse en ella, y se aumentaron, y multiplicaron en gran manera.","Egipto,",H4714,HNpl,Egypt,verified-open,1.0,,,,
GEN 47:27,"Así habitó Israel en la tierra de Egipto, en la tierra de Gosén; y aposesionáronse en ella, y se aumentaron, y multiplicaron en gran manera.",tierra,H776,HR/Ncfsc,in/ [the] land of,provisional-reference,0.85,,,,
GEN 47:27,"Así habitó Israel en la tierra de Egipto, en la tierra de Gosén; y aposesionáronse en ella, y se aumentaron, y multiplicaron en gran manera.",Gosén;,H1657,HNpl,Goshen,verified-open,1.0,,,,
GEN 47:27,"Así habitó Israel en la tierra de Egipto, en la tierra de Gosén; y aposesionáronse en ella, y se aumentaron, y multiplicaron en gran manera.",aposesionáronse,H270,Hc/VNw3mp,and/ they had possessions,provisional-reference,0.85,,,,
GEN 47:27,"Así habitó Israel en la tierra de Egipto, en la tierra de Gosén; y aposesionáronse en ella, y se aumentaron, y multiplicaron en gran manera.","aumentaron,",H6509,Hc/Vqw3mp,and/ they were fruitful,provisional-reference,0.85,,,,
GEN 47:27,"Así habitó Israel en la tierra de Egipto, en la tierra de Gosén; y aposesionáronse en ella, y se aumentaron, y multiplicaron en gran manera.",multiplicaron,H7235,Hc/Vqw3mp,and/ they multiplied,provisional-reference,0.85,,,,
GEN 47:27,"Así habitó Israel en la tierra de Egipto, en la tierra de Gosén; y aposesionáronse en ella, y se aumentaron, y multiplicaron en gran manera.",gran,H3966,HAcmsa,exceedingly,provisional-reference,0.85,,,,
GEN 47:28,"Y vivió Jacob en la tierra de Egipto diecisiete años: y fueron los días de Jacob, los años de su vida, ciento cuarenta y siete años.",vivió,H2421,Hc/Vqw3ms,and/ he lived,provisional-reference,0.85,,,,
GEN 47:28,"Y vivió Jacob en la tierra de Egipto diecisiete años: y fueron los días de Jacob, los años de su vida, ciento cuarenta y siete años.",Jacob,H3290,HNpm,Jacob,provisional-reference,0.85,,,,
GEN 47:28,"Y vivió Jacob en la tierra de Egipto diecisiete años: y fueron los días de Jacob, los años de su vida, ciento cuarenta y siete años.",tierra,H776,HR/Ncfsc,in/ [the] land of,verified-open,1.0,,,,
GEN 47:28,"Y vivió Jacob en la tierra de Egipto diecisiete años: y fueron los días de Jacob, los años de su vida, ciento cuarenta y siete años.",Egipto,H4714,HNpl,Egypt,verified-open,1.0,,,,
GEN 47:28,"Y vivió Jacob en la tierra de Egipto diecisiete años: y fueron los días de Jacob, los años de su vida, ciento cuarenta y siete años.",diecisiete,H7651,HAcbsc,seven-,provisional-reference,0.85,,,,
GEN 47:28,"Y vivió Jacob en la tierra de Egipto diecisiete años: y fueron los días de Jacob, los años de su vida, ciento cuarenta y siete años.",años:,H8141,HNcfsa,year[s],provisional-reference,0.85,,,,
GEN 47:28,"Y vivió Jacob en la tierra de Egipto diecisiete años: y fueron los días de Jacob, los años de su vida, ciento cuarenta y siete años.",fueron,H1961,Hc/Vqw3ms,and/ it was,provisional-reference,0.85,,,,
GEN 47:28,"Y vivió Jacob en la tierra de Egipto diecisiete años: y fueron los días de Jacob, los años de su vida, ciento cuarenta y siete años.",días,H3117,HNcmpc,[the] days of,provisional-reference,0.85,,,,
GEN 47:28,"Y vivió Jacob en la tierra de Egipto diecisiete años: y fueron los días de Jacob, los años de su vida, ciento cuarenta y siete años.","Jacob,",H3290,HNpm,Jacob,provisional-reference,0.85,,,,
GEN 47:28,"Y vivió Jacob en la tierra de Egipto diecisiete años: y fueron los días de Jacob, los años de su vida, ciento cuarenta y siete años.",años,H8141,HNcmpc,[the] years of,provisional-reference,0.85,,,,
GEN 47:28,"Y vivió Jacob en la tierra de Egipto diecisiete años: y fueron los días de Jacob, los años de su vida, ciento cuarenta y siete años.","vida,",H2416,HNcmpc/Sp3ms,life/ his,provisional-reference,0.85,,,,
GEN 47:28,"Y vivió Jacob en la tierra de Egipto diecisiete años: y fueron los días de Jacob, los años de su vida, ciento cuarenta y siete años.",ciento,H3967,HC/Acfsc,and/ one hundred,provisional-reference,0.85,,,,
GEN 47:28,"Y vivió Jacob en la tierra de Egipto diecisiete años: y fueron los días de Jacob, los años de su vida, ciento cuarenta y siete años.",cuarenta,H705,HC/Acmpa,and/ forty,verified-open,1.0,,,,
GEN 47:28,"Y vivió Jacob en la tierra de Egipto diecisiete años: y fueron los días de Jacob, los años de su vida, ciento cuarenta y siete años.",siete,H7651,HAcbsa,seven,provisional-reference,0.85,,,,
GEN 47:28,"Y vivió Jacob en la tierra de Egipto diecisiete años: y fueron los días de Jacob, los años de su vida, ciento cuarenta y siete años.",años.,H8141,HNcmpa,years,provisional-reference,0.85,,,,
GEN 47:29,"Y llegáronse los días de Israel para morir, y llamó a José su hijo, y le dijo: Si he hallado ahora gracia en tus ojos, ruégote que pongas tu mano debajo de mi muslo, y harás conmigo misericordia y verdad; ruégote que no me entierres en Egipto;",llegáronse,H7126,Hc/Vqw3mp,and/ they drew near,provisional-reference,0.85,,,,
GEN 47:29,"Y llegáronse los días de Israel para morir, y llamó a José su hijo, y le dijo: Si he hallado ahora gracia en tus ojos, ruégote que pongas tu mano debajo de mi muslo, y harás conmigo misericordia y verdad; ruégote que no me entierres en Egipto;",días,H3117,HNcmpc,[the] days of,provisional-reference,0.85,,,,
GEN 47:29,"Y llegáronse los días de Israel para morir, y llamó a José su hijo, y le dijo: Si he hallado ahora gracia en tus ojos, ruégote que pongas tu mano debajo de mi muslo, y harás conmigo misericordia y verdad; ruégote que no me entierres en Egipto;",Israel,H3478,HNpm,Israel,verified-open,1.0,,,,
GEN 47:29,"Y llegáronse los días de Israel para morir, y llamó a José su hijo, y le dijo: Si he hallado ahora gracia en tus ojos, ruégote que pongas tu mano debajo de mi muslo, y harás conmigo misericordia y verdad; ruégote que no me entierres en Egipto;","morir,",H4191,HR/Vqcc,to/ die,provisional-reference,0.85,,,,
